FBgn0034182	CG9640
FBgn0034183	CG9642
FBgn0038742	CG4703
FBgn0029722	CG7024
FBgn0038740	CG4562
FBgn0038741	CG17186
FBgn0038746	CG4510
FBgn0038747	CG4755
FBgn0038744	CG4733
FBgn0267020	CR45464
FBgn0032615	CG6012
FBgn0266101	CG44838
FBgn0031512	CG15404
FBgn0031737	CG11142
FBgn0029720	CG3009
FBgn0030519	CG11151
FBgn0266100	CG44837
FBgn0052333	CG32333
FBgn0263386	CG43438
FBgn0030514	CG9941
FBgn0030512	CG9940
FBgn0030511	CG11158
FBgn0030510	CG12177
FBgn0036964	CG6480
FBgn0036967	CG6597
FBgn0000964	CG10034
FBgn0036962	CG17122
FBgn0033431	CG1827
FBgn0036969	CG6663
FBgn0036440	CG17177
FBgn0267553	CR45893
FBgn0031608	CG15435
FBgn0031609	CG15443
FBgn0050287	CG30287
FBgn0038052	CG5538
FBgn0034988	CG3362
FBgn0034989	CG3356
FBgn0010228	CG17921
FBgn0040107	CG2826
FBgn0010226	CG8938
FBgn0010225	CG1106
FBgn0040104	CG3410
FBgn0034232	CG4866
FBgn0010222	CG18466
FBgn0034982	CG4065
FBgn0015300	CG13591
FBgn0265632	CG44439
FBgn0044508	CR32807
FBgn0265633	CR44440
FBgn0029501	CG13580
FBgn0267552	CR45892
FBgn0265631	CG44438
FBgn0037899	CG6764
FBgn0037754	CG8500
FBgn0265252	CR44266
FBgn0265253	CR44267
FBgn0265254	CR44268
FBgn0265255	CR44269
FBgn0037911	CG10898
FBgn0265257	CG44271
FBgn0085771	CR40741
FBgn0037756	CG8507
FBgn0037757	CG8516
FBgn0031515	CG9664
FBgn0262029	
FBgn0033661	CG13185
FBgn0051739	CG31739
FBgn0051730	CG31730
FBgn0051735	CG31735
FBgn0051224	CG31224
FBgn0051225	CG31225
FBgn0051226	CG31226
FBgn0040751	CG13018
FBgn0051220	CG31220
FBgn0051221	CG31221
FBgn0043900	CG11518
FBgn0051223	CG31223
FBgn0037181	CG11370
FBgn0037180	CG14452
FBgn0039868	CG11563
FBgn0037182	CG6838
FBgn0037185	CG11367
FBgn0051229	CG31229
FBgn0026570	CG5704
FBgn0037186	CG11241
FBgn0260855	CG7359
FBgn0260857	CG14084
FBgn0260856	CG4780
FBgn0000346	CG1618
FBgn0260859	CG3911
FBgn0260858	CG1515
FBgn0039439	CG6460
FBgn0039438	CG6452
FBgn0085512	CG40733
FBgn0032612	CG13282
FBgn0039431	CG6490
FBgn0039430	CG5455
FBgn0039437	CG6447
FBgn0039436	CG6478
FBgn0039435	CG14240
FBgn0039434	CG5468
FBgn0263383	CR43435
FBgn0032110	CG3748
FBgn0275433	CR46265
FBgn0275432	CR46264
FBgn0032115	CG4438
FBgn0275434	CR46266
FBgn0032117	CG4435
FBgn0032116	CG3759
FBgn0032119	CG3769
FBgn0026879	CG13364
FBgn0036258	CG5642
FBgn0265649	CR44456
FBgn0265648	CR44455
FBgn0037765	CG9458
FBgn0037764	CG9459
FBgn0265645	CR44452
FBgn0037766	CG12806
FBgn0265643	CR44450
FBgn0037760	CG9461
FBgn0037763	CG16904
FBgn0037762	CG16905
FBgn0039511	CG3330
FBgn0038246	CG14853
FBgn0036259	CG9760
FBgn0024913	CG11062
FBgn0036586	CG13070
FBgn0036587	CG4950
FBgn0036584	CG13054
FBgn0036585	CG13071
FBgn0011239	CG31733
FBgn0036583	CG13055
FBgn0036580	CG13072
FBgn0036581	CG5057
FBgn0036595	CG13046
FBgn0036588	CG13068
FBgn0036589	CG13067
FBgn0032805	CG10337
FBgn0032804	CG13081
FBgn0032803	CG13082
FBgn0032801	CG10165
FBgn0032800	CG10137
FBgn0032809	CG13078
FBgn0050178	CG30178
FBgn0050172	CG30172
FBgn0053642	CG33642
FBgn0050177	CG30177
FBgn0053437	CR33437
FBgn0263316	CG14709
FBgn0263314	CG43400
FBgn0020509	CG1262
FBgn0020508	CG9540
FBgn0020506	CG8221
FBgn0020503	CG5020
FBgn0052203	CG32203
FBgn0033437	CG12926
FBgn0030466	CG15744
FBgn0051267	CG31267
FBgn0031715	CG14016
FBgn0052201	CG32201
FBgn0265500	CR44369
FBgn0053673	CG33673
FBgn0053859	CG33859
FBgn0053858	CG33858
FBgn0032873	CG2614
FBgn0053855	CG33855
FBgn0053854	CG33854
FBgn0053857	CG33857
FBgn0053856	CG33856
FBgn0053851	CG33851
FBgn0053850	CG33850
FBgn0053853	CG33853
FBgn0024555	CG9351
FBgn0032453	CG6180
FBgn0035461	CG10855
FBgn0035462	CG1120
FBgn0030276	CG1938
FBgn0035464	CG12006
FBgn0037891	CG5214
FBgn0035468	CG14979
FBgn0032692	CG15161
FBgn0020640	CG10529
FBgn0020641	CG6955
FBgn0020646	CR18775
FBgn0020647	CG5405
FBgn0020644	CG32400
FBgn0032693	CG10391
FBgn0033602	CG13222
FBgn0033603	CG13214
FBgn0033600	CG9077
FBgn0033601	CG9076
FBgn0266848	CG14614
FBgn0266849	CR45310
FBgn0044051	CG14173
FBgn0033605	CG9067
FBgn0266844	CR45306
FBgn0028416	CG32197
FBgn0033608	CG13220
FBgn0266847	CR45309
FBgn0266840	CR45302
FBgn0261813	CR42755
FBgn0028411	CG12752
FBgn0261811	CG11940
FBgn0266363	CG45011
FBgn0031975	CG7356
FBgn0032879	CG9317
FBgn0044050	CG14167
FBgn0024889	CG8548
FBgn0266788	CR45253
FBgn0039860	CG1792
FBgn0024887	CG5649
FBgn0024330	CG9473
FBgn0263766	CR43683
FBgn0263767	CR43684
FBgn0263764	CR43681
FBgn0035607	CG4835
FBgn0263762	CG43679
FBgn0035601	CG10640
FBgn0263760	CG43677
FBgn0263761	CG43678
FBgn0035608	CG10630
FBgn0263768	CR43685
FBgn0263769	CR43686
FBgn0039861	CG1800
FBgn0030314	CG11696
FBgn0033663	CG8983
FBgn0267242	CR45682
FBgn0034471	CG8462
FBgn0266365	CR45013
FBgn0003720	CG1378
FBgn0003721	CG4898
FBgn0085360	CG34331
FBgn0041706	CG3253
FBgn0052100	CG32100
FBgn0052102	CG32102
FBgn0052103	CG32103
FBgn0052104	CG32104
FBgn0052105	CG32105
FBgn0052106	CG32106
FBgn0052107	CG32107
FBgn0025681	CG3558
FBgn0025680	CG3772
FBgn0025683	CG3164
FBgn0053728	CR33728
FBgn0085361	CG34332
FBgn0025684	CG15438
FBgn0025687	CG7144
FBgn0025686	CG11592
FBgn0034346	CG12263
FBgn0040658	CG13516
FBgn0014022	CG8161
FBgn0262544	CG43098
FBgn0262547	CG43101
FBgn0262546	CR43100
FBgn0262541	CG43095
FBgn0262540	CG43094
FBgn0262543	CR43097
FBgn0262542	CR43096
FBgn0039864	CG11550
FBgn0036937	CG7385
FBgn0026015	CG3458
FBgn0043470	CG12350
FBgn0043471	CG12388
FBgn0010173	CG9633
FBgn0266366	CR45014
FBgn0260468	CG7950
FBgn0265001	CG44152
FBgn0265000	CR44151
FBgn0265003	CG44154
FBgn0265002	CG44153
FBgn0041709	CG5717
FBgn0035205	CG2469
FBgn0003187	CG6433
FBgn0003189	
FBgn0283548	CR46282
FBgn0037978	CG3571
FBgn0037979	CG3532
FBgn0051573	CR31573
FBgn0267312	CR45748
FBgn0037970	CG12201
FBgn0037972	CG10005
FBgn0037973	CG18547
FBgn0037974	CG12224
FBgn0037975	CG3397
FBgn0037976	CG14734
FBgn0030313	CG11697
FBgn0000578	CG15112
FBgn0000579	CG17654
FBgn0039296	CG10420
FBgn0051901	CG31901
FBgn0000576	CG2988
FBgn0000577	CG9015
FBgn0000575	CG1007
FBgn0259738	CG42392
FBgn0259739	CG42393
FBgn0038903	CG13418
FBgn0051579	CR31579
FBgn0259730	CG42384
FBgn0259731	CG42385
FBgn0259732	CG42386
FBgn0051902	CG31902
FBgn0259734	CG42388
FBgn0259735	CG42389
FBgn0259736	CG42390
FBgn0259737	CG42391
FBgn0039600	CG1646
FBgn0039601	CG1523
FBgn0039602	CG1647
FBgn0039609	CG14529
FBgn0259728	CG42382
FBgn0031452	CG2843
FBgn0030724	CG9212
FBgn0265508	CR44370
FBgn0030720	CG8939
FBgn0030721	CG12698
FBgn0030722	CG12395
FBgn0030723	CG14948
FBgn0030729	CG12507
FBgn0011327	CG3431
FBgn0050042	CG30042
FBgn0034152	CG8626
FBgn0011638	CG10922
FBgn0029903	CG4532
FBgn0029906	CG4542
FBgn0029907	CG4547
FBgn0265152	CR44221
FBgn0029909	CG12796
FBgn0031773	CG9144
FBgn0260431	CG42526
FBgn0051030	CG31030
FBgn0266648	CR45155
FBgn0265150	CR44219
FBgn0262969	CR43280
FBgn0051036	CG31036
FBgn0262967	CR43278
FBgn0051038	CG31038
FBgn0262965	CR43276
FBgn0262964	CR43275
FBgn0262963	CR43274
FBgn0262962	CG43273
FBgn0262961	CG43272
FBgn0260436	CG42531
FBgn0050340	CG30340
FBgn0052845	CG32845
FBgn0050342	CG30342
FBgn0050343	CG30343
FBgn0050344	CG30344
FBgn0050345	CG30345
FBgn0086022	CR34651
FBgn0265154	CR44223
FBgn0085369	CG34340
FBgn0005616	CG3241
FBgn0027504	CG8878
FBgn0027505	CG7061
FBgn0027506	CG6542
FBgn0027507	CG1344
FBgn0027500	CG17286
FBgn0266639	CR45146
FBgn0266068	CR44821
FBgn0027503	CG11970
FBgn0266066	CR44819
FBgn0266067	CR44820
FBgn0266064	CG6904
FBgn0029822	CG12236
FBgn0027508	CG4719
FBgn0028903	CG13243
FBgn0058469	CR40469
FBgn0052225	CG32225
FBgn0260386	CG7549
FBgn0052843	CG32843
FBgn0005613	CG8404
FBgn0053860	CG33860
FBgn0037518	CG2641
FBgn0030239	CG17333
FBgn0030319	CG2533
FBgn0053861	CG33861
FBgn0037512	CG2616
FBgn0037513	CG3027
FBgn0030230	CG11556
FBgn0037516	CG11286
FBgn0037517	CG10086
FBgn0037514	CG10919
FBgn0065035	CG33250
FBgn0085232	CG34203
FBgn0035028	CG3522
FBgn0085230	CG34201
FBgn0085231	CG34202
FBgn0085236	CG34207
FBgn0085237	CG34208
FBgn0036179	CG7368
FBgn0036178	CG14137
FBgn0036177	CG33268
FBgn0036176	CG7377
FBgn0085239	CG34210
FBgn0036173	CG7394
FBgn0033451	CG1665
FBgn0036170	CG11714
FBgn0030318	CG1697
FBgn0015919	CG10605
FBgn0263089	CR43357
FBgn0053867	CR33867
FBgn0264546	CG43925
FBgn0038269	CG7292
FBgn0040735	CG16836
FBgn0040736	CG16844
FBgn0040737	CG14503
FBgn0040730	CG15127
FBgn0051698	CG31698
FBgn0040732	CG16926
FBgn0040733	CG15068
FBgn0038261	CG14856
FBgn0051694	CG31694
FBgn0051697	CG31697
FBgn0036751	CG5998
FBgn0051690	CG31690
FBgn0051693	CG31693
FBgn0038266	CG3610
FBgn0035020	CG13585
FBgn0263088	CR43356
FBgn0035021	CG4622
FBgn0038542	CG7431
FBgn0036393	CG17362
FBgn0005585	CG9429
FBgn0036391	CG17364
FBgn0036390	CG13738
FBgn0036397	CG8783
FBgn0036396	CG17359
FBgn0036395	CG17361
FBgn0036394	CG9040
FBgn0262621	CG43145
FBgn0036398	CG9007
FBgn0019938	CG10122
FBgn0035025	CG11416
FBgn0264833	CR44041
FBgn0264832	CG44040
FBgn0264831	CR44039
FBgn0264830	CG44038
FBgn0264837	CR44045
FBgn0035026	CG12252
FBgn0264835	CR44043
FBgn0264834	CR44042
FBgn0039946	CG17172
FBgn0030215	CG15296
FBgn0035027	CG3511
FBgn0051615	CR31615
FBgn0035478	CG10853
FBgn0267339	CG33338
FBgn0050225	CR30225
FBgn0051961	CG31961
FBgn0051960	CG31960
FBgn0004187	CR31185
FBgn0004186	CR32866
FBgn0267337	CG42277
FBgn0267336	CG34360
FBgn0004183	CR32862
FBgn0267330	CG5183
FBgn0004181	CG2668
FBgn0265786	CR44575
FBgn0265787	CR44576
FBgn0265784	CG6103
FBgn0265785	CG44574
FBgn0037573	CG7483
FBgn0261522	CR42657
FBgn0265788	CR44577
FBgn0265789	CR44578
FBgn0261523	CG42658
FBgn0021967	CG8844
FBgn0032843	CG10730
FBgn0051352	CG31352
FBgn0260746	CG3132
FBgn0267272	CR45708
FBgn0264785	CG44015
FBgn0022774	CG8782
FBgn0267258	CR45694
FBgn0262379	CR42902
FBgn0030217	CG2124
FBgn0267252	CG3694
FBgn0267253	CG32700
FBgn0262370	CR42883
FBgn0262371	CR42886
FBgn0267256	CR45692
FBgn0267257	CR45693
FBgn0262374	CR42893
FBgn0267275	CR45711
FBgn0053998	CG33998
FBgn0020653	CG2151
FBgn0023506	CG1474
FBgn0023507	CG3835
FBgn0023508	CG3573
FBgn0053995	CG33995
FBgn0262357	CG43055
FBgn0053993	CG33993
FBgn0035851	CG7999
FBgn0035850	CG7986
FBgn0265876	CR44665
FBgn0265877	CR44666
FBgn0267141	CR45581
FBgn0035854	CG8005
FBgn0035857	CG8006
FBgn0035856	CG13679
FBgn0035859	CG13678
FBgn0035858	CG13674
FBgn0262722	CR43166
FBgn0265878	CR44667
FBgn0265879	CR44668
FBgn0033616	CG7745
FBgn0028622	CG13432
FBgn0266853	CR45314
FBgn0033610	CG18335
FBgn0032490	CG16813
FBgn0032491	CG16815
FBgn0032492	CG5648
FBgn0032493	CG15479
FBgn0032494	CG5945
FBgn0261807	CG42753
FBgn0032499	CG6116
FBgn0261806	CG42752
FBgn0001247	CG5517
FBgn0053194	CG33194
FBgn0053196	CG33196
FBgn0033164	CG11112
FBgn0031430	CG3528
FBgn0053191	CG33191
FBgn0053192	CG33192
FBgn0053193	CG33193
FBgn0015039	CG4486
FBgn0053198	CG33198
FBgn0053199	CG33199
FBgn0034509	CG13421
FBgn0261706	CR42742
FBgn0034739	CG3927
FBgn0052829	CG32829
FBgn0005636	CG3385
FBgn0052826	CR32826
FBgn0065084	CR33711
FBgn0052823	CG32823
FBgn0005633	CG7445
FBgn0052821	CR32821
FBgn0005631	CG13521
FBgn0003060	CG9757
FBgn0259927	CG42450
FBgn0266577	CR45108
FBgn0003065	CG2150
FBgn0035879	CG7112
FBgn0003067	CG17725
FBgn0259922	CG42448
FBgn0015038	CG4485
FBgn0003068	CG2647
FBgn0035878	CG7182
FBgn0265447	CR44347
FBgn0083988	CR34152
FBgn0029987	CG15330
FBgn0037008	CG5047
FBgn0035877	CG7083
FBgn0266572	CG3923
FBgn0053448	CR33448
FBgn0053449	CR33449
FBgn0053446	CR33446
FBgn0083968	CG34132
FBgn0267061	CR45505
FBgn0053333	CG33333
FBgn0053442	CR33442
FBgn0265818	CR44607
FBgn0053440	CR33440
FBgn0260960	CG3971
FBgn0085249	CG34220
FBgn0040777	CG14767
FBgn0260962	CG7769
FBgn0051612	CG31612
FBgn0262477	CG43067
FBgn0000464	CG10443
FBgn0028331	CG2221
FBgn0028336	CG4094
FBgn0034968	CG3195
FBgn0261553	CG42671
FBgn0267929	CR46210
FBgn0261550	CG42668
FBgn0261004	CG2919
FBgn0261555	CG42673
FBgn0261554	CG42672
FBgn0029573	CG14770
FBgn0267921	CR46202
FBgn0267922	CR46203
FBgn0267923	CR46204
FBgn0267924	CR46205
FBgn0028864	CG18477
FBgn0267926	CR46207
FBgn0267927	CR46208
FBgn0267063	CR45507
FBgn0028862	CG15267
FBgn0259705	CG42359
FBgn0034157	CG15920
FBgn0028647	CG11902
FBgn0038467	CG3590
FBgn0038466	CG8907
FBgn0035145	CG12031
FBgn0035144	CG17181
FBgn0038463	CG3534
FBgn0038462	CG17556
FBgn0038461	CG3678
FBgn0084001	CG41434
FBgn0285940	
FBgn0085397	CG34368
FBgn0038469	CG4009
FBgn0038468	CG5225
FBgn0024897	CG3100
FBgn0085464	CG34435
FBgn0267062	CR45506
FBgn0067779	CG11371
FBgn0036708	CG13725
FBgn0085462	CG34433
FBgn0263851	CR43712
FBgn0034438	CG9416
FBgn0034439	CG10062
FBgn0267148	CR45588
FBgn0031914	CG5973
FBgn0034435	CG9975
FBgn0034436	CG11961
FBgn0085460	CG34431
FBgn0034430	CG15119
FBgn0034432	CG7461
FBgn0031913	CG5958
FBgn0039503	CG14262
FBgn0010217	CG11154
FBgn0038725	CG6184
FBgn0017581	CG17342
FBgn0038727	CG7432
FBgn0038720	CG6231
FBgn0038721	CG16718
FBgn0038722	CG7360
FBgn0038723	CG6195
FBgn0030530	CG11063
FBgn0039500	CG5984
FBgn0052319	CG32319
FBgn0052318	CG32318
FBgn0036948	CG7298
FBgn0036949	CG7290
FBgn0019637	CG1433
FBgn0030538	CG13402
FBgn0037172	CG6914
FBgn0036945	CG6981
FBgn0052311	CG33484
FBgn0262390	CR42924
FBgn0052313	CG32313
FBgn0052312	CR32312
FBgn0267064	CR45508
FBgn0063670	CG40228
FBgn0010808	CG1715
FBgn0036702	CG6512
FBgn0010803	CG9735
FBgn0031550	CG8853
FBgn0039504	CG14260
FBgn0263774	CG43691
FBgn0031622	CG3251
FBgn0031623	CG15632
FBgn0031620	CG11929
FBgn0031621	CG15634
FBgn0031626	CG15631
FBgn0031627	CG15630
FBgn0262476	CG43066
FBgn0031628	CG3294
FBgn0035610	CG10626
FBgn0032023	CG14274
FBgn0267067	CR45511
FBgn0032476	CG5439
FBgn0038095	CG7241
FBgn0038092	CG31298
FBgn0038090	CG10909
FBgn0039357	CG4743
FBgn0002856	CG9024
FBgn0002855	CG8982
FBgn0039354	CG31096
FBgn0038098	CG7381
FBgn0038099	CG7091
FBgn0265272	CG30060
FBgn0031323	CG5139
FBgn0265270	CR43239
FBgn0039355	CG4730
FBgn0265276	CG6930
FBgn0265274	CG1448
FBgn0031450	CG2903
FBgn0032472	CG9928
FBgn0267066	CR45510
FBgn0031321	CG4947
FBgn0262687	CR43157
FBgn0264002	CG43745
FBgn0004842	CG5811
FBgn0264000	CG43743
FBgn0264001	CG43744
FBgn0264006	CG43749
FBgn0032470	CG5142
FBgn0264005	CG43748
FBgn0263855	CG7838
FBgn0031327	CG5397
FBgn0262685	CG43155
FBgn0265640	CR44447
FBgn0040385	CG12496
FBgn0040384	CG32795
FBgn0036031	CG6761
FBgn0034137	CG4945
FBgn0040383	CG5254
FBgn0040382	CG5273
FBgn0051206	CG31206
FBgn0051207	CG31207
FBgn0051204	CG31204
FBgn0051205	CG31205
FBgn0040389	CG14048
FBgn0040388	CG32796
FBgn0051752	CG31752
FBgn0051201	CG31201
FBgn0037163	CG11440
FBgn0037162	CG11449
FBgn0026592	CG1079
FBgn0026593	CG5707
FBgn0037167	CG11425
FBgn0030398	CG2555
FBgn0037165	CG11437
FBgn0026597	CG7926
FBgn0026598	CG6193
FBgn0030394	CG2560
FBgn0037169	CG11404
FBgn0030396	CG2556
FBgn0030391	CG1900
FBgn0030390	CG15731
FBgn0025865	CG3637
FBgn0025864	CG12737
FBgn0037176	CG14456
FBgn0025866	CG8107
FBgn0037536	CG2698
FBgn0033005	CG3107
FBgn0016983	CG8571
FBgn0016984	CG9985
FBgn0036118	CG14145
FBgn0033842	CG5970
FBgn0036527	CG7304
FBgn0033844	CG6016
FBgn0033845	CG17064
FBgn0033846	CG6061
FBgn0263529	CR43514
FBgn0039415	CG6142
FBgn0033000	CG14464
FBgn0266212	CR44907
FBgn0039411	CG32474
FBgn0039413	CG14556
FBgn0266243	CR44938
FBgn0030492	CG15754
FBgn0266240	CR44935
FBgn0030321	CG1703
FBgn0037114	CG7160
FBgn0265661	CR44468
FBgn0265660	CR44467
FBgn0265663	CR44470
FBgn0037115	CG11249
FBgn0265665	CR44472
FBgn0265664	CR44471
FBgn0265667	CR44474
FBgn0265666	CR44473
FBgn0265669	CG44476
FBgn0265668	CG44475
FBgn0037037	CG10588
FBgn0037709	CG8199
FBgn0037708	CG9386
FBgn0037036	CG10586
FBgn0037110	CG14577
FBgn0051717	CG31717
FBgn0037031	CG11456
FBgn0037447	CG2330
FBgn0037030	CG3288
FBgn0015034	CG2062
FBgn0030328	CG2446
FBgn0023535	CG18104
FBgn0283637	CR46286
FBgn0260429	CG42524
FBgn0037449	CG15185
FBgn0283638	CR46297
FBgn0283639	CR46290
FBgn0037179	CG14453
FBgn0031141	CG1304
FBgn0004510	CG6338
FBgn0004511	CG9355
FBgn0004512	CG3879
FBgn0004513	CG10181
FBgn0004514	CG7485
FBgn0004047	CG11129
FBgn0004516	CG14994
FBgn0004045	CG2985
FBgn0010294	CG14266
FBgn0034643	CG10321
FBgn0004049	CG9764
FBgn0015247	CG8293
FBgn0263339	CR43420
FBgn0263338	CR43419
FBgn0263849	CG43710
FBgn0263848	CG43709
FBgn0050159	CG30159
FBgn0050158	CG30158
FBgn0050404	CG30404
FBgn0263331	CR43412
FBgn0263330	CR43411
FBgn0050157	CG30157
FBgn0050156	CG30156
FBgn0263335	CR43416
FBgn0263334	CR43415
FBgn0263337	CR43418
FBgn0263336	CR43417
FBgn0003890	CG4869
FBgn0003891	CG9450
FBgn0003892	CG2411
FBgn0042102	CG18745
FBgn0003896	CG10619
FBgn0021796	CG5092
FBgn0011230	CG14472
FBgn0011589	CG5076
FBgn0010750	CG2503
FBgn0033751	CG8818
FBgn0053837	CG33837
FBgn0053836	CG33836
FBgn0053835	CG33835
FBgn0053834	CG33834
FBgn0053833	CG33833
FBgn0053832	CG33832
FBgn0053831	CG33831
FBgn0053830	CG33830
FBgn0035443	CG12010
FBgn0035440	CG14969
FBgn0038158	CG14370
FBgn0035444	CG12012
FBgn0035445	CG12014
FBgn0011981	CR32618
FBgn0011980	CR32612
FBgn0011983	CR32609
